,alias,LATITUDE,LONGITUDE,display_phone,id,ADDRESS,CITY,COUNTRY,STATE,ZIPCODE,BUSINESS_NAME,phone,rating,review_count,url,price,PROPERTYTYPE,SOURCE,DATE_SCRAPED
8,mecca-mid-city-los-angeles,34.0344467,-118.3695938,(323) 879-9731,MBdtzD8eCUIgOdwwF89xdA,5738 W Washington Blvd,Los Angeles,US,CA,90016,Mecca Mid City,+13238799731,$,4.0,130,https://www.yelp.com/biz/mecca-mid-city-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,01-31-2020
9,the-high-note-culver-city-los-angeles-2,34.02582,-118.3607,(213) 465-1646,IyyaTRg3o4fTkyqjHZ709g,5277 W Jefferson Blvd,Los Angeles,US,CA,90016,The High Note - Culver City,+12134651646,$$,4.5,17,https://www.yelp.com/biz/the-high-note-culver-city-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,01-31-2020
10,california-caregivers-alliance-los-angeles-3,34.08235,-118.272037,(213) 353-0100,6no8euaaUgKGE-HwCaYiYg,2815 W Sunset Blvd,Los Angeles,US,CA,90026,California Caregivers Alliance,+12133530100,NA,4.5,228,https://www.yelp.com/biz/california-caregivers-alliance-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,01-31-2020
11,medmen-los-angeles-dtla-los-angeles,34.0446,-118.25444,(213) 908-2244,-4K0Nzu_5w8E-uDv0aYIPQ,735 S Broadway,Los Angeles,US,CA,90014,MedMen Los Angeles - DTLA,+12139082244,$$,4.5,301,https://www.yelp.com/biz/medmen-los-angeles-dtla-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,01-31-2020
12,heaven-on-earth-healing-los-angeles,33.972517,-118.308683,(323) 920-4768,zluFyOHOcMhPTLSq3V3U2A,7404 S Western Ave,Los Angeles,US,CA,90047,Heaven On Earth Healing,+13239204768,NA,5.0,2,https://www.yelp.com/biz/heaven-on-earth-healing-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,01-31-2020
13,herb-los-angeles-3,34.0434989929199,-118.250205993652,(844) 437-2213,_PVsgnMe_ut8BcQSVhAVgw,NA,Los Angeles,US,CA,90014,HERB,+18444372213,$$,4.5,69,https://www.yelp.com/biz/herb-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,01-31-2020
14,la-cannabis-co-los-angeles-los-angeles-5,34.0187479,-118.3193331,(323) 733-3644,BBJKcmLHfjvbUV_ooyppNg,3791 2nd Ave,Los Angeles,US,CA,90018,LA Cannabis Co - Los Angeles,+13237333644,$,3.5,17,https://www.yelp.com/biz/la-cannabis-co-los-angeles-los-angeles-5?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,01-31-2020
15,california-cannabis-crenshaw-los-angeles,33.97222,-118.33118,(323) 305-1466,cO71bwchO4-EdmMd7oIoGg,7415 Crenshaw Blvd,Los Angeles,US,CA,90043,California Cannabis Crenshaw,+13233051466,NA,3.0,4,https://www.yelp.com/biz/california-cannabis-crenshaw-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,01-31-2020
16,goddess-delivers-los-angeles,33.97908,-118.25009,(855) 426-5246,WbDO8dlF-35TgY5TAhil_g,NA,Los Angeles,US,CA,90001,Goddess Delivers,+18554265246,NA,4.0,27,https://www.yelp.com/biz/goddess-delivers-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,01-31-2020
17,lit-co-los-angeles,34.03941,-118.2677,(213) 536-5400,huDepn10WhKWnQ8Pula40Q,1323 S Flower St,Los Angeles,US,CA,90015,Lit Co,+12135365400,$$,4.5,24,https://www.yelp.com/biz/lit-co-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,01-31-2020
18,kushology-los-angeles,33.9994224826034,-118.300244238465,(323) 383-7566,ytW5tv0Av_TtB6i7NcwiXw,4817 Normandie Ave Los Angeles California 90037,Los Angeles,US,CA,90037,Kushology,+13233837566,NA,2.5,2,https://www.yelp.com/biz/kushology-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,01-31-2020
19,the-balloon-room-los-angeles,34.045814,-118.260596,(213) 246-7312,aE4Kgo3zpuwYkllsk9k6dA,645 W 9th St,Los Angeles,US,CA,90015,The Balloon Room,+12132467312,NA,4.5,23,https://www.yelp.com/biz/the-balloon-room-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,01-31-2020
0,tobacco-shop-los-angeles,33.982913687,-118.291544906,NA,RbJQyoK56BoQvU64PK_Prg,6205 S Vermont Ave,Los Angeles,US,CA,90044,Tobacco shop,NA,NA,5.0,1,https://www.yelp.com/biz/tobacco-shop-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
1,tobacco-4-less-inglewood-6,33.9358139312046,-118.326635308033,(424) 351-8435,0XUsga4swTmvVI-AdSmIlw,10925 Crenshaw Blvd,Inglewood,US,CA,90303,Tobacco 4 Less,+14243518435,$,4.5,8,https://www.yelp.com/biz/tobacco-4-less-inglewood-6?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
2,puff-n-stuff-depot-smoke-shop-los-angeles,33.96058,-118.30007,(323) 750-5100,6DK1827Clx4WlV0xK2JqLg,8500 S Normandie Ave,Los Angeles,US,CA,90044,Puff N Stuff Depot Smoke Shop,+13237505100,NA,4.5,2,https://www.yelp.com/biz/puff-n-stuff-depot-smoke-shop-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
3,quick-tobbaco-wholesale-los-angeles,33.95689,-118.30867,(323) 305-6006,DivQZ8bCtv77-8VBqdTqMw,8856 S Western Ave,Los Angeles,US,CA,90047,Quick Tobbaco Wholesale,+13233056006,NA,5.0,1,https://www.yelp.com/biz/quick-tobbaco-wholesale-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
4,king-chief-tobacco-los-angeles-3,34.0108169,-118.3195662,(323) 792-4836,PKigog5RcikTboJsHyLkfQ,2413 W Martin Luther King Jr Blvd,Los Angeles,US,CA,90008,King Chief Tobacco,+13237924836,$,5.0,1,https://www.yelp.com/biz/king-chief-tobacco-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
5,sharifs-smoke-shop-inglewood,33.962034,-118.357127,(310) 438-7064,5o0oL_CT8lwfXyn6xA0wbQ,151 W Manchester Blvd,Inglewood,US,CA,90301,Sharif's Smoke Shop,+13104387064,$$,3.0,10,https://www.yelp.com/biz/sharifs-smoke-shop-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
6,charlies-smoke-shop-los-angeles,33.9748878479004,-118.242210388184,NA,xGxKD0h5ASXF1sKnZuVC2g,1729 E Florence Ave,Los Angeles,US,CA,90001,Charlie's Smoke Shop,NA,$$$,5.0,1,https://www.yelp.com/biz/charlies-smoke-shop-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
7,tobacco-zone-and-mini-mart-los-angeles,33.9602737426758,-118.315864562988,(323) 750-7962,nSz-36-d_RaV5f35ZddRPA,2107 W Manchester Ave,Los Angeles,US,CA,90047,Tobacco Zone & Mini Mart,+13237507962,$,5.0,1,https://www.yelp.com/biz/tobacco-zone-and-mini-mart-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
8,la-lounge-inglewood-2,33.96025,-118.32147,(424) 261-0209,u4eVjs3t6zxMHv4bA_dhUg,2521 W Manchester Blvd,Inglewood,US,CA,90305,LA Lounge,+14242610209,$$,5.0,11,https://www.yelp.com/biz/la-lounge-inglewood-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
9,i-smoke-4-less-los-angeles-3,33.97663,-118.37328,(424) 351-8374,X3LiUfIKxlU3r8h0-RaLNg,6843 La Tijera Blvd,Los Angeles,US,CA,90045,I smoke 4 less,+14243518374,$,4.0,10,https://www.yelp.com/biz/i-smoke-4-less-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
10,tobacco-and-mini-mart-inglewood,33.96141,-118.36216,(424) 331-5055,b0cJwMHnMdErJi1QrrESpA,400 W Manchester Ave,Inglewood,US,CA,90301,Tobacco And Mini Mart,+14243315055,NA,5.0,1,https://www.yelp.com/biz/tobacco-and-mini-mart-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
11,dream-center-smoke-shop-los-angeles-4,33.9617577,-118.4211197,(310) 649-2500,HCxOPztvJ4dwnqAgximfzw,8327 Lincoln Blvd,Los Angeles,US,CA,90045,Dream Center Smoke Shop,+13106492500,$$,5.0,6,https://www.yelp.com/biz/dream-center-smoke-shop-los-angeles-4?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
12,og-tobacco-vernon,34.0195099,-118.24004,(213) 205-8057,bvfaxtn-C5pCTY_MQM-F_Q,1901 S Alameda St,Vernon,US,CA,90058,Og Tobacco,+12132058057,$,4.0,5,https://www.yelp.com/biz/og-tobacco-vernon?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
13,del-rey-smoke-stacks-los-angeles,33.99269,-118.42347,(424) 289-9474,hMtBlhfc1n8K9xaqwbIJ0g,4503 Centinela Ave,Los Angeles,US,CA,90066,Del Rey Smoke Stacks,+14242899474,$$,4.5,61,https://www.yelp.com/biz/del-rey-smoke-stacks-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
14,tobacco-plus-culver-city,33.9942745,-118.3956153,(310) 502-3776,63CGyaMszTh4gGuZPW4hYw,5425 Sepulveda Blvd,Culver City,US,CA,90230,Tobacco Plus,+13105023776,$,3.0,12,https://www.yelp.com/biz/tobacco-plus-culver-city?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
15,santa-monica-tobacco-santa-monica,34.0155574679375,-118.494250997901,(310) 393-9592,d3eJ9qtDW8rNjh6S8Plm3A,1434 4th St,Santa Monica,US,CA,90401,Santa Monica Tobacco,+13103939592,$$,4.0,20,https://www.yelp.com/biz/santa-monica-tobacco-santa-monica?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
16,tobacco-trader-and-glass-los-angeles-3,33.99481,-118.4397,(310) 823-5831,522ukRdamOlmUIjDm7-KSQ,12967 W Washington Blvd,Los Angeles,US,CA,90066,Tobacco Trader and Glass,+13108235831,$$$,4.5,33,https://www.yelp.com/biz/tobacco-trader-and-glass-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
17,i-smoke-4-less-los-angeles-4,34.0213173,-118.371978,(323) 792-4509,hDM5IBv2JbIr4y9Pi9gwdA,5786 Obama Blvd,Los Angeles,US,CA,90016,I Smoke 4 Less,+13237924509,$,4.5,18,https://www.yelp.com/biz/i-smoke-4-less-los-angeles-4?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
18,american-tobbacco-gardena,33.8923300802708,-118.295303508639,(310) 532-1371,hPTbrrO-8uy1wFPzv6_mfw,1138 W Redondo Beach Blvd,Gardena,US,CA,90247,American Tobbacco,+13105321371,$,5.0,4,https://www.yelp.com/biz/american-tobbacco-gardena?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
19,vip-tobacco-and-cigars-gardena,33.8856251,-118.3181378,(310) 532-1225,Y3sqjkOWWa3DQPg4CTjRDA,2211 W Redondo Beach Blvd,Gardena,US,CA,90247,VIP Tobacco & Cigars,+13105321225,$$,4.0,8,https://www.yelp.com/biz/vip-tobacco-and-cigars-gardena?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,01-31-2020
0,culver-city-park-culver-city,34.01549,-118.38574,(310) 253-6470,IfDuZ48abMzPuKTyCH8OhQ,9910 Jefferson Blvd,Culver City,US,CA,90232,Culver City Park,+13102536470,4.5,66,https://www.yelp.com/biz/culver-city-park-culver-city?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
1,vista-hermosa-natural-park-los-angeles,34.061581,-118.2584081,(213) 250-1100,COvceiqsN4SfZTeZHDlavQ,100 N Toluca St,Los Angeles,US,CA,90026,Vista Hermosa Natural Park,+12132501100,4.5,308,https://www.yelp.com/biz/vista-hermosa-natural-park-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
2,edward-vincent-jr-park-inglewood,33.97178,-118.34583,(310) 412-5370,vChrhqM81shcIxQGevmzrA,700 Warren Ln,Inglewood,US,CA,90302,Edward Vincent Jr Park,+13104125370,4.0,32,https://www.yelp.com/biz/edward-vincent-jr-park-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
3,kenneth-hahn-state-recreation-area-los-angeles,34.0126966889028,-118.372848535037,(323) 298-3660,Ny6AM3JX9dkTNbbBEJb-CA,4100 S La Cienega Blvd,Los Angeles,US,CA,90056,Kenneth Hahn State Recreation Area,+13232983660,4.5,306,https://www.yelp.com/biz/kenneth-hahn-state-recreation-area-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
4,polliwog-park-manhattan-beach,33.887813,-118.384822,(310) 802-5448,2lrCWYDeJCqUdSUOjQ5kow,1601 Manhattan Beach Blvd,Manhattan Beach,US,CA,90266,Polliwog Park,+13108025448,4.0,148,https://www.yelp.com/biz/polliwog-park-manhattan-beach?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
5,central-park-at-playa-vista-los-angeles,33.9820412305723,-118.405098660574,NA,Smx2Dv8gHT_b-79V3QGYuA,12045 Waterfront Dr,Los Angeles,US,CA,90045,Central Park at Playa Vista,NA,3.5,48,https://www.yelp.com/biz/central-park-at-playa-vista-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
6,peace-awareness-labyrinth-and-gardens-los-angeles,34.0318,-118.3226,(323) 737-4055,mlp2cGi0IDy8qoL2yAkaSg,3500 W Adams Blvd,Los Angeles,US,CA,90018,Peace Awareness Labyrinth & Gardens,+13237374055,4.5,87,https://www.yelp.com/biz/peace-awareness-labyrinth-and-gardens-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
7,exposition-park-rose-garden-los-angeles,34.0164584241961,-118.284786746033,(213) 763-0114,nAH4-nmEAPEwIZnqmTEdaw,701 State Dr,Los Angeles,US,CA,90037,Exposition Park Rose Garden,+12137630114,4.5,202,https://www.yelp.com/biz/exposition-park-rose-garden-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
8,rueben-ingold-park-los-angeles,33.998195,-118.35617,(323) 586-6543,vejmorzV0M1BVI4Xqus5TQ,4400 Mount Vernon Dr,Los Angeles,US,CA,90032,Rueben Ingold Park,+13235866543,4.5,24,https://www.yelp.com/biz/rueben-ingold-park-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
9,hilltop-park-and-pool-el-segundo,33.9194381930926,-118.406610980425,(310) 322-8284,BqAtVy1pSxEIJKpQ1_bsGg,Maryland St. & Grand Ave.,El Segundo,US,CA,90245,Hilltop Park & Pool,+13103228284,4.5,17,https://www.yelp.com/biz/hilltop-park-and-pool-el-segundo?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
10,baldwin-hills-scenic-overlook-culver-city,34.0176,-118.384059,NA,MmH8oPPDKiHR4R75_XAWeA,6300 Hetzler Rd,Culver City,US,CA,90232,Baldwin Hills Scenic Overlook,NA,4.5,940,https://www.yelp.com/biz/baldwin-hills-scenic-overlook-culver-city?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
11,jesse-owens-community-regional-park-los-angeles,33.9461784362793,-118.310775756836,(323) 241-6704,C-rRuw-bfR5fxjQViErFhg,9651 S Western Ave,Los Angeles,US,CA,90047,Jesse Owens Community Regional Park,+13232416704,5.0,4,https://www.yelp.com/biz/jesse-owens-community-regional-park-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
12,alondra-community-regional-park-lawndale,33.886375,-118.342363,(310) 217-8366,lUKU-QDccWjpl76zszmneA,3850 Manhattan Beach Blvd,Lawndale,US,CA,90260,Alondra Community Regional Park,+13102178366,3.5,83,https://www.yelp.com/biz/alondra-community-regional-park-lawndale?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
13,little-bear-park-bell,33.9759262,-118.1997278,(323) 923-3593,mak69119t1638F3jp8elEw,6704 Orchard Ave,Bell,US,CA,90201,Little Bear Park,+13239233593,5.0,36,https://www.yelp.com/biz/little-bear-park-bell?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
14,wilson-park-torrance,33.825471,-118.324088,(310) 328-4964,fGWMW1eF43uy6KfyIi1KRw,2200 Crenshaw Blvd,Torrance,US,CA,90501,Wilson Park,+13103284964,4.5,224,https://www.yelp.com/biz/wilson-park-torrance?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
15,recreation-park-el-segundo,33.922083824873,-118.411308377981,(310) 524-2700,vLWt-zKRN1GtycwKbfQoRA,401 Sheldon St,El Segundo,US,CA,90245,Recreation Park,+13105242700,4.5,48,https://www.yelp.com/biz/recreation-park-el-segundo?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
16,james-irvine-japanese-garden-los-angeles,34.04778,-118.24178,(213) 628-2725,ktVsXUCd7GI41vMUOA50UA,244 S San Pedro St,Los Angeles,US,CA,90012,James Irvine Japanese Garden,+12136282725,4.5,67,https://www.yelp.com/biz/james-irvine-japanese-garden-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
17,del-rey-lagoon-playa-del-rey,33.959625,-118.449982,(310) 396-1615,9GV-9hsQ6lPYtqmqoo8qkg,6660 Esplanade Pl,Playa Del Rey,US,CA,90293,Del Rey Lagoon,+13103961615,4.0,40,https://www.yelp.com/biz/del-rey-lagoon-playa-del-rey?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
18,ladera-park-los-angeles,33.986061,-118.359573,(323) 298-3629,B2APXWu4LhnYmazzK6VSzw,6027 Ladera Park Ave,Los Angeles,US,CA,90040,Ladera Park,+13232983629,4.0,17,https://www.yelp.com/biz/ladera-park-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
19,holly-glen-park-hawthorne,33.908413,-118.371855,NA,-dwnxJaDMpHBesKI-pWRQQ,5255 W 137th St,Hawthorne,US,CA,90250,Holly Glen Park,NA,4.5,9,https://www.yelp.com/biz/holly-glen-park-hawthorne?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,01-31-2020
